,X,file_name,plot,block,treatment,year,month,day,plot_type,nphoto,GCC_mean,EGI_mean,ERI_mean,ExGmR,Date,pixel_length,pixel_width,DoY
909,2968,C17_01_09022025.jpeg,17,5,Drought-Deluge,2025,9,2,C,1,0.336913653,0.011310052,0.199575281,-0.188265229,9/2/25,824,858,245
910,2969,C18_01_09022025.jpeg,18,5,Drought,2025,9,2,C,1,0.340039725,0.019567756,0.190888968,-0.171321211,9/2/25,857,830,245
911,2970,C19_01_09022025.jpeg,19,5,Control,2025,9,2,C,1,0.352152803,0.033872124,0.135188683,-0.101316559,9/2/25,933,927,245
912,2971,C20_01_09022025.jpeg,20,5,Deluge,2025,9,2,C,1,0.345860025,0.034357532,0.187399471,-0.153041939,9/2/25,954,971,245
913,2972,C21_01_09022025.jpeg,21,6,Drought,2025,9,2,C,1,0.344936209,0.024597922,0.155060756,-0.130462834,9/2/25,1018,1016,245
914,2973,C22_01_09022025.jpeg,22,6,Drought-Deluge,2025,9,2,C,1,0.338696543,0.014810158,0.171560646,-0.156750488,9/2/25,980,983,245
915,2974,C23_01_09022025.jpeg,23,6,Deluge,2025,9,2,C,1,0.349269154,0.037398491,0.16762311,-0.130224619,9/2/25,968,975,245
916,2975,C24_01_09022025.jpeg,24,6,Control,2025,9,2,C,1,0.341029123,0.020929019,0.168196293,-0.147267274,9/2/25,868,859,245
917,2976,C25_01_09022025.jpeg,25,7,Drought,2025,9,2,C,1,0.34060738,0.017491924,0.15390632,-0.136414397,9/2/25,457,484,245
918,2977,C26_01_09022025.jpeg,26,7,Drought-Deluge,2025,9,2,C,1,0.348577649,0.039493106,0.176691848,-0.137198742,9/2/25,902,914,245
919,2978,C27_01_09022025.jpeg,27,7,Control,2025,9,2,C,1,0.351197632,0.039370877,0.164705315,-0.125334438,9/2/25,1002,1012,245
920,2979,C28_01_09022025.jpeg,28,7,Deluge,2025,9,2,C,1,0.349345036,0.037769799,0.170767257,-0.132997458,9/2/25,932,958,245
921,2980,C29_01_09022025.jpeg,29,8,Drought-Deluge,2025,9,2,C,1,0.337696524,0.010716908,0.17058609,-0.159869181,9/2/25,919,942,245
922,2981,C30_01_09022025.jpeg,30,8,Drought,2025,9,2,C,1,0.341678245,0.021456545,0.180781273,-0.159324728,9/2/25,959,962,245
923,2982,C31_01_09022025.jpeg,31,8,Control,2025,9,2,C,1,0.346555762,0.033346803,0.194956428,-0.161609624,9/2/25,913,898,245
924,2983,C32_01_09022025.jpeg,32,8,Deluge,2025,9,2,C,1,0.347599512,0.027234352,0.166474209,-0.139239858,9/2/25,969,986,245
925,2984,C33_01_09022025.jpeg,33,9,Drought,2025,9,2,C,1,0.338723322,0.015037649,0.177904476,-0.162866827,9/2/25,909,891,245
926,2985,C34_01_09022025.jpeg,34,9,Drought-Deluge,2025,9,2,C,1,0.341118331,0.019598615,0.168347059,-0.148748444,9/2/25,877,864,245
927,2986,C35_01_09022025.jpeg,35,9,Deluge,2025,9,2,C,1,0.348296219,0.037587659,0.177806413,-0.140218753,9/2/25,866,867,245
928,2987,C36_01_09022025.jpeg,36,9,Control,2025,9,2,C,1,0.346098986,0.0312672,0.17305741,-0.14179021,9/2/25,892,922,245
929,2988,C37_01_09022025.jpeg,37,10,Deluge,2025,9,2,C,1,0.362657277,0.060436642,0.163996237,-0.103559595,9/2/25,882,910,245
930,2989,C38_01_09022025.jpeg,38,10,Control,2025,9,2,C,1,0.34373136,0.030011897,0.182732004,-0.152720108,9/2/25,835,845,245
931,2990,C39_01_09022025.jpeg,39,10,Drought-Deluge,2025,9,2,C,1,0.338468616,0.011199514,0.174921853,-0.163722339,9/2/25,844,881,245
932,2991,C40_01_09022025.jpeg,40,10,Drought,2025,9,2,C,1,0.337667226,0.014159015,0.183731731,-0.169572716,9/2/25,877,862,245
933,3072,C01_01_09112025.jpeg,1,1,Drought,2025,9,11,C,1,0.336803795,0.01216943,0.214097044,-0.201927614,9/11/25,433,440,254
934,3073,C02_01_09112025.jpeg,2,1,Drought-Deluge,2025,9,11,C,1,0.33773063,0.015475914,0.228754953,-0.213279039,9/11/25,450,460,254
935,3074,C03_01_09112025.jpeg,3,1,Control,2025,9,11,C,1,0.339842304,0.021782969,0.213100737,-0.191317768,9/11/25,450,448,254
936,3075,C04_01_09112025.jpeg,4,1,Deluge,2025,9,11,C,1,0.344094353,0.032357479,0.200692213,-0.168334734,9/11/25,455,463,254
937,3076,C05_01_09112025.jpeg,5,2,Deluge,2025,9,11,C,1,0.34202641,0.02727526,0.199553395,-0.172278135,9/11/25,461,475,254
938,3077,C06_01_09112025.jpeg,6,2,Control,2025,9,11,C,1,0.340603413,0.02346777,0.206224505,-0.182756735,9/11/25,454,474,254
939,3078,C07_01_09112025.jpeg,7,2,Drought,2025,9,11,C,1,0.341452851,0.026259134,0.202699308,-0.176440174,9/11/25,444,462,254
940,3079,C08_01_09112025.jpeg,8,2,Drought-Deluge,2025,9,11,C,1,0.339229064,0.019178041,0.187400571,-0.16822253,9/11/25,447,452,254
941,3080,C09_01_09112025.jpeg,9,3,Deluge,2025,9,11,C,1,0.339694222,0.020954138,0.210698057,-0.189743919,9/11/25,793,800,254
942,3081,C10_01_09112025.jpeg,10,3,Control,2025,9,11,C,1,0.340830573,0.024819307,0.222299918,-0.197480611,9/11/25,962,986,254
943,3082,C11_01_09112025.jpeg,11,3,Drought,2025,9,11,C,1,0.340338231,0.021704905,0.192770472,-0.171065567,9/11/25,849,848,254
944,3083,C12_01_09112025.jpeg,12,3,Drought-Deluge,2025,9,11,C,1,0.340364143,0.021685866,0.185213664,-0.163527798,9/11/25,889,904,254
945,3084,C13_01_09112025.jpeg,13,4,Drought-Deluge,2025,9,11,C,1,0.336557813,0.010999776,0.189491161,-0.178491385,9/11/25,447,457,254
946,3085,C14_01_09112025.jpeg,14,4,Drought,2025,9,11,C,1,0.337867271,0.01429728,0.196270419,-0.181973139,9/11/25,911,919,254
947,3086,C15_01_09112025.jpeg,15,4,Deluge,2025,9,11,C,1,0.33847909,0.01769549,0.229964391,-0.212268902,9/11/25,952,953,254
948,3087,C16_01_09112025.jpeg,16,4,Control,2025,9,11,C,1,0.343028845,0.031729884,0.231361488,-0.199631605,9/11/25,931,930,254
949,3088,C17_01_09112025.jpeg,17,5,Drought-Deluge,2025,9,11,C,1,0.336261145,0.011084066,0.230227983,-0.219143917,9/11/25,864,859,254
950,3089,C18_01_09112025.jpeg,18,5,Drought,2025,9,11,C,1,0.338748312,0.02057192,0.21377147,-0.19319955,9/11/25,859,839,254
951,3090,C19_01_09112025.jpeg,19,5,Control,2025,9,11,C,1,0.345160782,0.029822506,0.162076999,-0.132254493,9/11/25,939,916,254
952,3091,C20_01_09112025.jpeg,20,5,Deluge,2025,9,11,C,1,0.344587694,0.035379201,0.211114977,-0.175735776,9/11/25,885,894,254
953,3092,C21_01_09112025.jpeg,21,6,Drought,2025,9,11,C,1,0.340773235,0.02135037,0.179802744,-0.158452374,9/11/25,834,872,254
954,3093,C22_01_09112025.jpeg,22,6,Drought-Deluge,2025,9,11,C,1,0.336998429,0.011607273,0.194440497,-0.182833224,9/11/25,872,869,254
955,3094,C23_01_09112025.jpeg,23,6,Deluge,2025,9,11,C,1,0.344110619,0.029902265,0.178353389,-0.148451124,9/11/25,911,938,254
956,3095,C24_01_09112025.jpeg,24,6,Control,2025,9,11,C,1,0.339446416,0.018166464,0.192213378,-0.174046914,9/11/25,927,920,254
957,3096,C25_01_09112025.jpeg,25,7,Drought,2025,9,11,C,1,0.338957539,0.016413814,0.188672054,-0.172258239,9/11/25,932,907,254
958,3097,C26_01_09112025.jpeg,26,7,Drought-Deluge,2025,9,11,C,1,0.342380009,0.027308588,0.193690171,-0.166381583,9/11/25,952,958,254
959,3098,C27_01_09112025.jpeg,27,7,Control,2025,9,11,C,1,0.344095952,0.031562826,0.184496505,-0.152933679,9/11/25,958,995,254
960,3099,C28_01_09112025.jpeg,28,7,Deluge,2025,9,11,C,1,0.342921776,0.030100933,0.207154455,-0.177053521,9/11/25,885,873,254
961,3100,C30_01_09112025.jpeg,30,8,Drought,2025,9,11,C,1,0.338967941,0.018398963,0.196613992,-0.178215029,9/11/25,850,849,254
962,3101,C31_01_09112025.jpeg,31,8,Control,2025,9,11,C,1,0.340959862,0.022620898,0.185148253,-0.162527355,9/11/25,947,912,254
963,3102,C32_01_09112025.jpeg,32,8,Deluge,2025,9,11,C,1,0.342780075,0.029383162,0.223922714,-0.194539552,9/11/25,880,917,254
964,3103,C33_01_09112025.jpeg,33,9,Drought,2025,9,11,C,1,0.336209248,0.010086872,0.194394489,-0.184307616,9/11/25,891,879,254
965,3104,C34_01_09112025.jpeg,34,9,Drought-Deluge,2025,9,11,C,1,0.33912754,0.017612134,0.195996824,-0.17838469,9/11/25,914,884,254
966,3105,C35_01_09112025.jpeg,35,9,Deluge,2025,9,11,C,1,0.344038538,0.033082096,0.199448685,-0.16636659,9/11/25,828,825,254
967,3106,C36_01_09112025.jpeg,36,9,Control,2025,9,11,C,1,0.34128189,0.023917362,0.185545845,-0.161628483,9/11/25,927,945,254
968,3107,C37_01_09112025.jpeg,37,10,Deluge,2025,9,11,C,1,0.3487105,0.045121879,0.194336716,-0.149214836,9/11/25,450,459,254
969,3108,C38_01_09112025.jpeg,38,10,Control,2025,9,11,C,1,0.345701817,0.038349122,0.183233669,-0.144884548,9/11/25,452,449,254
970,3109,C39_01_09112025.jpeg,39,10,Drought-Deluge,2025,9,11,C,1,0.339505852,0.019817429,0.178584348,-0.158766919,9/11/25,373,376,254
971,3110,C40_01_09112025.jpeg,40,10,Drought,2025,9,11,C,1,0.337018736,0.013428201,0.199881951,-0.186453749,9/11/25,434,442,254
972,3189,C01_01_09192025.jpeg,1,1,Drought,2025,9,19,C,1,0.338793791,0.016455689,0.197896135,-0.181440446,9/19/25,835,866,262
973,3190,C02_01_09192025.jpeg,2,1,Drought-Deluge,2025,9,19,C,1,0.340518909,0.021869184,0.214621574,-0.19275239,9/19/25,463,469,262
974,3191,C03_01_09192025.jpeg,3,1,Control,2025,9,19,C,1,0.338654879,0.018172966,0.2223792,-0.204206234,9/19/25,378,380,262
975,3192,C04_01_09192025.jpeg,4,1,Deluge,2025,9,19,C,1,0.346779866,0.037741688,0.197127415,-0.159385728,9/19/25,726,734,262
976,3193,C05_01_09192025.jpeg,5,2,Deluge,2025,9,19,C,1,0.344079959,0.028456779,0.190044275,-0.161587495,9/19/25,749,781,262
977,3194,C06_01_09192025.jpeg,6,2,Control,2025,9,19,C,1,0.342852017,0.025510195,0.185236908,-0.159726713,9/19/25,798,827,262
978,3195,C07_01_09192025.jpeg,7,2,Drought,2025,9,19,C,1,0.343980169,0.029409183,0.191187731,-0.161778548,9/19/25,960,954,262
979,3196,C08_01_09192025.jpeg,8,2,Drought-Deluge,2025,9,19,C,1,0.339884629,0.019414531,0.189359634,-0.169945103,9/19/25,813,788,262
980,3197,C09_01_09192025.jpeg,9,3,Deluge,2025,9,19,C,1,0.338935538,0.01674207,0.194045158,-0.177303088,9/19/25,381,386,262
981,3198,C10_01_09192025.jpeg,10,3,Control,2025,9,19,C,1,0.340554558,0.022607055,0.206447364,-0.183840309,9/19/25,367,378,262
982,3199,C11_01_09192025.jpeg,11,3,Drought,2025,9,19,C,1,0.337962363,0.013526866,0.182211547,-0.168684681,9/19/25,417,414,262
983,3200,C12_01_09192025.jpeg,12,3,Drought-Deluge,2025,9,19,C,1,0.343282285,0.026905038,0.176152585,-0.149247546,9/19/25,432,419,262
984,3201,C13_01_09192025.jpeg,13,4,Drought-Deluge,2025,9,19,C,1,0.336333489,0.008720404,0.189482048,-0.180761644,9/19/25,352,356,262
985,3202,C14_01_09192025.jpeg,14,4,Drought,2025,9,19,C,1,0.336149681,0.009608636,0.223339191,-0.213730555,9/19/25,425,436,262
986,3203,C15_01_09192025.jpeg,15,4,Deluge,2025,9,19,C,1,0.341557308,0.027376565,0.24147234,-0.214095775,9/19/25,704,715,262
987,3204,C16_01_09192025.jpeg,16,4,Control,2025,9,19,C,1,0.3380984,0.014562388,0.221715559,-0.20715317,9/19/25,754,745,262
988,3205,C17_01_09192025.jpeg,17,5,Drought-Deluge,2025,9,19,C,1,0.337224192,0.013943808,0.223597951,-0.209654143,9/19/25,800,802,262
989,3206,C18_01_09192025.jpeg,18,5,Drought,2025,9,19,C,1,0.338320464,0.013597211,0.194669949,-0.181072738,9/19/25,799,833,262
990,3207,C19_01_09192025.jpeg,19,5,Control,2025,9,19,C,1,0.344908878,0.030100084,0.169763683,-0.139663599,9/19/25,755,777,262
991,3208,C20_01_09192025.jpeg,20,5,Deluge,2025,9,19,C,1,0.343210617,0.026330467,0.175262014,-0.148931547,9/19/25,912,922,262
992,3209,C21_01_09192025.jpeg,21,6,Drought,2025,9,19,C,1,0.339521927,0.016949023,0.166172935,-0.149223912,9/19/25,916,903,262
993,3210,C22_01_09192025.jpeg,22,6,Drought-Deluge,2025,9,19,C,1,0.338494328,0.016643351,0.200631807,-0.183988455,9/19/25,776,791,262
994,3211,C23_01_09192025.jpeg,23,6,Deluge,2025,9,19,C,1,0.346911981,0.029813593,0.16098469,-0.131171097,9/19/25,908,930,262
995,3212,C24_01_09192025.jpeg,24,6,Control,2025,9,19,C,1,0.339391838,0.016628141,0.180563815,-0.163935674,9/19/25,423,448,262
996,3213,C25_01_09192025.jpeg,25,7,Drought,2025,9,19,C,1,0.338064444,0.01448695,0.196055735,-0.181568785,9/19/25,795,794,262
997,3214,C26_01_09192025.jpeg,26,7,Drought-Deluge,2025,9,19,C,1,0.347009645,0.031840968,0.166082767,-0.134241799,9/19/25,958,964,262
998,3215,C27_01_09192025.jpeg,27,7,Control,2025,9,19,C,1,0.348230382,0.034199627,0.16500795,-0.130808323,9/19/25,820,846,262
999,3216,C28_01_09192025.jpeg,28,7,Deluge,2025,9,19,C,1,0.344673119,0.029021864,0.185902192,-0.156880328,9/19/25,940,955,262
1000,3217,C29_01_09192025.jpeg,29,8,Drought-Deluge,2025,9,19,C,1,0.336786577,0.012579613,0.203039539,-0.190459926,9/19/25,813,852,262
1001,3218,C30_01_09192025.jpeg,30,8,Drought,2025,9,19,C,1,0.338411836,0.01326072,0.174769144,-0.161508423,9/19/25,1047,1036,262
1002,3219,C31_01_09192025.jpeg,31,8,Control,2025,9,19,C,1,0.340513353,0.019019066,0.172092431,-0.153073365,9/19/25,990,979,262
1003,3220,C32_01_09192025.jpeg,32,8,Deluge,2025,9,19,C,1,0.339803191,0.020323879,0.222405617,-0.202081738,9/19/25,851,882,262
1004,3221,C33_01_09192025.jpeg,33,9,Drought,2025,9,19,C,1,0.335892761,0.007657005,0.18479586,-0.177138854,9/19/25,933,915,262
1005,3222,C34_01_09192025.jpeg,34,9,Drought-Deluge,2025,9,19,C,1,0.337689213,0.014255966,0.203526261,-0.189270294,9/19/25,777,819,262
1006,3223,C35_01_09192025.jpeg,35,9,Deluge,2025,9,19,C,1,0.344211405,0.027082958,0.177278101,-0.150195143,9/19/25,915,917,262
1007,3224,C36_01_09192025.jpeg,36,9,Control,2025,9,19,C,1,0.341811045,0.022935311,0.186219998,-0.163284687,9/19/25,851,855,262
1008,3225,C37_01_09192025.jpeg,37,10,Deluge,2025,9,19,C,1,0.34948036,0.040560518,0.177093903,-0.136533385,9/19/25,863,844,262
1009,3226,C38_01_09192025.jpeg,38,10,Control,2025,9,19,C,1,0.343187256,0.025298951,0.178096886,-0.152797936,9/19/25,809,789,262
1010,3227,C39_01_09192025.jpeg,39,10,Drought-Deluge,2025,9,19,C,1,0.337936853,0.011465849,0.163850052,-0.152384202,9/19/25,980,943,262
1011,3228,C40_01_09192025.jpeg,40,10,Drought,2025,9,19,C,1,0.337179509,0.010503738,0.175269174,-0.164765435,9/19/25,936,925,262
1012,3309,C01_01_09252025.jpeg,1,1,Drought,2025,9,25,C,1,0.339971317,0.01935915,0.185896928,-0.166537778,9/25/25,431,443,268
1013,3310,C02_01_09252025.jpeg,2,1,Drought-Deluge,2025,9,25,C,1,0.33828703,0.015966608,0.200266793,-0.184300185,9/25/25,423,423,268
1014,3311,C03_01_09252025.jpeg,3,1,Control,2025,9,25,C,1,0.341429302,0.020321587,0.1527821,-0.132460513,9/25/25,420,415,268
1015,3312,C04_01_09252025.jpeg,4,1,Deluge,2025,9,25,C,1,0.354005159,0.03325418,0.151591278,-0.118337098,9/25/25,934,945,268
1016,3313,C05_01_09252025.jpeg,5,2,Deluge,2025,9,25,C,1,0.352746107,0.034328525,0.137180469,-0.102851943,9/25/25,911,898,268
1017,3314,C06_01_09252025.jpeg,6,2,Control,2025,9,25,C,1,0.344947192,0.026043662,0.152292108,-0.126248446,9/25/25,472,472,268
1018,3315,C07_01_09252025.jpeg,7,2,Drought,2025,9,25,C,1,0.346645013,0.032689472,0.169888451,-0.13719898,9/25/25,463,459,268
1019,3316,C08_01_09252025.jpeg,8,2,Drought-Deluge,2025,9,25,C,1,0.340862446,0.022241578,0.167309378,-0.1450678,9/25/25,488,474,268
1020,3317,C09_01_09252025.jpeg,9,3,Deluge,2025,9,25,C,1,0.338235085,0.010977369,0.139109478,-0.128132109,9/25/25,374,361,268
1021,3318,C10_01_09252025.jpeg,10,3,Control,2025,9,25,C,1,0.340475466,0.014410064,0.146659851,-0.132249787,9/25/25,432,425,268
1022,3319,C11_01_09252025.jpeg,11,3,Drought,2025,9,25,C,1,0.33915463,0.013514421,0.180545663,-0.167031242,9/25/25,380,374,268
1023,3320,C12_01_09252025.jpeg,12,3,Drought-Deluge,2025,9,25,C,1,0.347067252,0.033809481,0.173293598,-0.139484116,9/25/25,955,933,268
1024,3321,C13_01_09252025.jpeg,13,4,Drought-Deluge,2025,9,25,C,1,0.341191267,0.020799957,0.148424993,-0.127625036,9/25/25,982,987,268
1025,3322,C14_01_09252025.jpeg,14,4,Drought,2025,9,25,C,1,0.335628971,0.007398898,0.168825421,-0.161426523,9/25/25,434,435,268
1026,3323,C15_01_09252025.jpeg,15,4,Deluge,2025,9,25,C,1,0.344298954,0.028088582,0.167575387,-0.139486805,9/25/25,957,938,268
1027,3324,C16_01_09252025.jpeg,16,4,Control,2025,9,25,C,1,0.346467467,0.024395458,0.133711711,-0.109316252,9/25/25,418,435,268
1028,3325,C17_01_09252025.jpeg,17,5,Drought-Deluge,2025,9,25,C,1,0.338198612,0.016713252,0.180423649,-0.163710397,9/25/25,856,881,268
1029,3326,C18_01_09252025.jpeg,18,5,Drought,2025,9,25,C,1,0.338079638,0.018422086,0.203427566,-0.18500548,9/25/25,919,936,268
1030,3327,C19_01_09252025.jpeg,19,5,Control,2025,9,25,C,1,0.349828748,0.029243334,0.131922114,-0.10267878,9/25/25,894,901,268
1031,3328,C20_01_09252025.jpeg,20,5,Deluge,2025,9,25,C,1,0.343321952,0.023165114,0.170845414,-0.1476803,9/25/25,899,882,268
1032,3329,C21_01_09252025.jpeg,21,6,Drought,2025,9,25,C,1,0.342018721,0.017617348,0.14630384,-0.128686492,9/25/25,988,975,268
1033,3330,C22_01_09252025.jpeg,22,6,Drought-Deluge,2025,9,25,C,1,0.339919745,0.019303761,0.170757929,-0.151454168,9/25/25,898,927,268
1034,3331,C23_01_09252025.jpeg,23,6,Deluge,2025,9,25,C,1,0.347604069,0.029976182,0.14743948,-0.117463298,9/25/25,915,912,268
1035,3332,C24_01_09252025.jpeg,24,6,Control,2025,9,25,C,1,0.340758187,0.011356542,0.133936795,-0.122580254,9/25/25,923,911,268
1036,3333,C25_01_09252025.jpeg,25,7,Drought,2025,9,25,C,1,0.340177967,0.01787338,0.157687384,-0.139814004,9/25/25,951,953,268
1037,3334,C26_01_09252025.jpeg,26,7,Drought-Deluge,2025,9,25,C,1,0.349639869,0.042836338,0.175646977,-0.132810639,9/25/25,948,915,268
1038,3335,C27_01_09252025.jpeg,27,7,Control,2025,9,25,C,1,0.34729178,0.030462054,0.150747236,-0.120285182,9/25/25,954,909,268
1039,3336,C28_01_09252025.jpeg,28,7,Deluge,2025,9,25,C,1,0.347538639,0.026611791,0.137486113,-0.110874322,9/25/25,876,895,268
1040,3337,C29_01_09252025.jpeg,29,8,Drought-Deluge,2025,9,25,C,1,0.33899164,0.014888874,0.144709378,-0.129820504,9/25/25,905,923,268
1041,3338,C30_01_09252025.jpeg,30,8,Drought,2025,9,25,C,1,0.338914076,0.016183285,0.187054139,-0.170870853,9/25/25,959,948,268
1042,3339,C31_01_09252025.jpeg,31,8,Control,2025,9,25,C,1,0.34178488,0.015842454,0.138586827,-0.122744372,9/25/25,952,961,268
1043,3340,C32_01_09252025.jpeg,32,8,Deluge,2025,9,25,C,1,0.346276745,0.030128176,0.172137673,-0.142009498,9/25/25,880,871,268
1044,3341,C33_01_09252025.jpeg,33,9,Drought,2025,9,25,C,1,0.33732837,0.012883795,0.178823549,-0.165939754,9/25/25,885,887,268
1045,3342,C34_01_09252025.jpeg,34,9,Drought-Deluge,2025,9,25,C,1,0.339971642,0.018145453,0.156941279,-0.138795826,9/25/25,878,871,268
1046,3343,C35_01_09252025.jpeg,35,9,Deluge,2025,9,25,C,1,0.346857026,0.026237845,0.155627665,-0.12938982,9/25/25,935,917,268
1047,3344,C36_01_09252025.jpeg,36,9,Control,2025,9,25,C,1,0.350191973,0.029869009,0.138933422,-0.109064413,9/25/25,906,932,268
1048,3345,C37_01_09252025.jpeg,37,10,Deluge,2025,9,25,C,1,0.353300559,0.041184711,0.153453948,-0.112269237,9/25/25,904,917,268
1049,3346,C38_01_09252025.jpeg,38,10,Control,2025,9,25,C,1,0.343284052,0.024327336,0.135333568,-0.111006232,9/25/25,858,857,268
1050,3347,C39_01_09252025.jpeg,39,10,Drought-Deluge,2025,9,25,C,1,0.339238261,0.014904543,0.17153461,-0.156630067,9/25/25,919,876,268
1051,3348,C40_01_09252025.jpeg,40,10,Drought,2025,9,25,C,1,0.337277311,0.012800519,0.173391795,-0.160591276,9/25/25,878,920,268
1052,3429,C01_01_10032025.jpeg,1,1,Drought,2025,10,3,C,1,0.3422397,0.024533853,0.190519141,-0.165985287,10/3/25,453,470,276
1053,3430,C02_01_10032025.jpeg,2,1,Drought-Deluge,2025,10,3,C,1,0.34034836,0.021134036,0.211279068,-0.190145032,10/3/25,450,437,276
1054,3431,C03_01_10032025.jpeg,3,1,Control,2025,10,3,C,1,0.344815169,0.029340961,0.1777495,-0.148408539,10/3/25,343,348,276
1055,3432,C04_01_10032025.jpeg,4,1,Deluge,2025,10,3,C,1,0.348301845,0.038723492,0.186000812,-0.14727732,10/3/25,378,367,276
1056,3433,C05_01_10032025.jpeg,5,2,Deluge,2025,10,3,C,1,0.348689596,0.03005331,0.158324259,-0.128270949,10/3/25,404,394,276
1057,3434,C06_01_10032025.jpeg,6,2,Control,2025,10,3,C,1,0.344912517,0.030472398,0.179427315,-0.148954916,10/3/25,387,397,276
1058,3435,C07_01_10032025.jpeg,7,2,Drought,2025,10,3,C,1,0.349874304,0.038275896,0.169289988,-0.131014092,10/3/25,451,465,276
1059,3436,C08_01_10032025.jpeg,8,2,Drought-Deluge,2025,10,3,C,1,0.341745703,0.024111215,0.183819795,-0.15970858,10/3/25,361,359,276
1060,3437,C09_01_10032025.jpeg,9,3,Deluge,2025,10,3,C,1,0.345140528,0.022737941,0.165946252,-0.143208311,10/3/25,407,408,276
1061,3438,C10_01_10032025.jpeg,10,3,Control,2025,10,3,C,1,0.342249018,0.026916008,0.199153027,-0.172237019,10/3/25,358,357,276
1062,3439,C11_01_10032025.jpeg,11,3,Drought,2025,10,3,C,1,0.341738889,0.021891088,0.173108089,-0.151217001,10/3/25,397,393,276
1063,3440,C12_01_10032025.jpeg,12,3,Drought-Deluge,2025,10,3,C,1,0.34764805,0.032795838,0.155076271,-0.122280433,10/3/25,432,432,276
1064,3441,C13_01_10032025.jpeg,13,4,Drought-Deluge,2025,10,3,C,1,0.341147278,0.014685872,0.177279628,-0.162593756,10/3/25,424,410,276
1065,3442,C14_01_10032025.jpeg,14,4,Drought,2025,10,3,C,1,0.339383706,0.01834661,0.199264648,-0.180918038,10/3/25,475,458,276
1066,3443,C15_01_10032025.jpeg,15,4,Deluge,2025,10,3,C,1,0.342269235,0.025234267,0.217603104,-0.192368837,10/3/25,384,385,276
1067,3444,C16_01_10032025.jpeg,16,4,Control,2025,10,3,C,1,0.341888592,0.024198237,0.212721239,-0.188523002,10/3/25,371,394,276
1068,3445,C17_01_10032025.jpeg,17,5,Drought-Deluge,2025,10,3,C,1,0.338471672,0.018490161,0.245212255,-0.226722094,10/3/25,410,411,276
1069,3446,C18_01_10032025.jpeg,18,5,Drought,2025,10,3,C,1,0.341680604,0.017569358,0.185168744,-0.167599386,10/3/25,435,427,276
1070,3447,C19_01_10032025.jpeg,19,5,Control,2025,10,3,C,1,0.346351691,0.029736369,0.158719475,-0.128983106,10/3/25,381,398,276
1071,3448,C20_01_10032025.jpeg,20,5,Deluge,2025,10,3,C,1,0.34779107,0.033055679,0.167743693,-0.134688013,10/3/25,420,432,276
1072,3449,C21_01_10032025.jpeg,21,6,Drought,2025,10,3,C,1,0.342438276,0.022958948,0.171505693,-0.148546744,10/3/25,448,448,276
1073,3450,C22_01_10032025.jpeg,22,6,Drought-Deluge,2025,10,3,C,1,0.33834924,0.014003523,0.178558019,-0.164554496,10/3/25,408,403,276
1074,3451,C23_01_10032025.jpeg,23,6,Deluge,2025,10,3,C,1,0.352237173,0.038382414,0.15886742,-0.120485005,10/3/25,475,481,276
1075,3452,C24_01_10032025.jpeg,24,6,Control,2025,10,3,C,1,0.342936523,0.020765944,0.169114148,-0.148348204,10/3/25,443,441,276
1076,3453,C25_01_10032025.jpeg,25,7,Drought,2025,10,3,C,1,0.338797381,0.014032346,0.179769995,-0.165737649,10/3/25,397,385,276
1077,3454,C26_01_10032025.jpeg,26,7,Drought-Deluge,2025,10,3,C,1,0.354060381,0.042400544,0.161547794,-0.11914725,10/3/25,479,473,276
1078,3455,C27_01_10032025.jpeg,27,7,Control,2025,10,3,C,1,0.350313681,0.037686593,0.158161798,-0.120475205,10/3/25,443,444,276
1079,3456,C28_01_10032025.jpeg,28,7,Deluge,2025,10,3,C,1,0.345988187,0.03079732,0.172869108,-0.142071788,10/3/25,417,426,276
1080,3457,C29_01_10032025.jpeg,29,8,Drought-Deluge,2025,10,3,C,1,0.33829358,0.014510652,0.190842234,-0.176331582,10/3/25,403,414,276
1081,3458,C30_01_10032025.jpeg,30,8,Drought,2025,10,3,C,1,0.341201381,0.017413652,0.180827676,-0.163414024,10/3/25,490,490,276
1082,3459,C31_01_10032025.jpeg,31,8,Control,2025,10,3,C,1,0.346498646,0.027280331,0.157722006,-0.130441675,10/3/25,460,453,276
1083,3460,C32_01_10032025.jpeg,32,8,Deluge,2025,10,3,C,1,0.342455164,0.02477299,0.19708256,-0.17230957,10/3/25,418,431,276
1084,3461,C33_01_10032025.jpeg,33,9,Drought,2025,10,3,C,1,0.337785391,0.013171519,0.191857633,-0.178686114,10/3/25,460,453,276
1085,3462,C34_01_10032025.jpeg,34,9,Drought-Deluge,2025,10,3,C,1,0.337164807,0.012023105,0.201141209,-0.189118105,10/3/25,416,438,276
1086,3463,C35_01_10032025.jpeg,35,9,Deluge,2025,10,3,C,1,0.348051235,0.033228925,0.165359783,-0.132130857,10/3/25,435,460,276
1087,3464,C36_01_10032025.jpeg,36,9,Control,2025,10,3,C,1,0.343468675,0.026602159,0.177508739,-0.15090658,10/3/25,424,415,276
1088,3465,C37_01_10032025.jpeg,37,10,Deluge,2025,10,3,C,1,0.350126153,0.040805801,0.173639817,-0.132834016,10/3/25,400,401,276
1089,3466,C38_01_10032025.jpeg,38,10,Control,2025,10,3,C,1,0.347878386,0.03091214,0.162548348,-0.131636208,10/3/25,448,441,276
