,X,file_name,plot,block,treatment,year,month,day,plot_type,nphoto,GCC_mean,EGI_mean,ERI_mean,ExGmR,Date,pixel_length,pixel_width,DoY
363,1109,C03_01_07032025.jpeg,3,1,Control,2025,7,3,C,1,0.361810349,0.061410905,0.155572754,-0.094161849,7/3/25,497,493,184
364,1110,C04_01_07032025.jpeg,4,1,Deluge,2025,7,3,C,1,0.382007395,0.086546117,0.129090553,-0.042544436,7/3/25,548,522,184
365,1111,C05_01_07032025.jpeg,5,2,Deluge,2025,7,3,C,1,0.365271028,0.058347375,0.146026239,-0.087678863,7/3/25,1010,1008,184
366,1112,C06_01_07032025.jpeg,6,2,Control,2025,7,3,C,1,0.386030411,0.091871789,0.132757261,-0.040885472,7/3/25,1032,1036,184
367,1113,C07_01_07032025.jpeg,7,2,Drought,2025,7,3,C,1,0.366983818,0.070713184,0.158876031,-0.088162847,7/3/25,1036,1037,184
368,1114,C08_01_07032025.jpeg,8,2,Drought-Deluge,2025,7,3,C,1,0.345284779,0.026347139,0.160010937,-0.133663798,7/3/25,1024,1034,184
369,1115,C09_01_07032025.jpeg,9,3,Deluge,2025,7,3,C,1,0.354624197,0.03573297,0.174813964,-0.139080995,7/3/25,947,989,184
370,1116,C10_01_07032025.jpeg,10,3,Control,2025,7,3,C,1,0.355598125,0.057413668,0.194970493,-0.137556825,7/3/25,936,960,184
371,1117,C11_01_07032025.jpeg,11,3,Drought,2025,7,3,C,1,0.35494756,0.051469703,0.180126738,-0.128657035,7/3/25,1010,983,184
372,1118,C13_01_07032025.jpeg,13,4,Drought-Deluge,2025,7,3,C,1,0.338173704,0.015123862,0.185194619,-0.170070757,7/3/25,1021,1058,184
373,1119,C15_01_07032025.jpeg,15,4,Deluge,2025,7,3,C,1,0.346523639,0.029014359,0.190596,-0.161581642,7/3/25,1004,1022,184
374,1120,C16_01_07032025.jpeg,16,4,Control,2025,7,3,C,1,0.358271296,0.040405618,0.178116586,-0.137710968,7/3/25,975,979,184
375,1121,C17_01_07032025.jpeg,17,5,Drought-Deluge,2025,7,3,C,1,0.337937659,0.012723771,0.201746412,-0.189022641,7/3/25,1102,1141,184
376,1122,C18_01_07032025.jpeg,18,5,Drought,2025,7,3,C,1,0.339847194,0.022648021,0.196391541,-0.173743519,7/3/25,1042,1013,184
377,1123,C19_01_07032025.jpeg,19,5,Control,2025,7,3,C,1,0.376906464,0.058308744,0.119885315,-0.061576572,7/3/25,1027,1003,184
378,1124,C20_01_07032025.jpeg,20,5,Deluge,2025,7,3,C,1,0.369766914,0.068067718,0.155310829,-0.087243111,7/3/25,908,923,184
379,1125,C21_01_07032025.jpeg,21,6,Drought,2025,7,3,C,1,0.35768797,0.040222045,0.141373613,-0.101151568,7/3/25,1059,1046,184
380,1126,C22_01_07032025.jpeg,22,6,Drought-Deluge,2025,7,3,C,1,0.339520114,0.016518228,0.174357967,-0.157839739,7/3/25,1003,1010,184
381,1127,C23_01_07032025.jpeg,23,6,Deluge,2025,7,3,C,1,0.372811721,0.068169597,0.132537088,-0.064367491,7/3/25,932,923,184
382,1128,C24_01_07032025.jpeg,24,6,Control,2025,7,3,C,1,0.369778576,0.070579799,0.152538982,-0.081959183,7/3/25,828,846,184
383,1129,C25_01_07032025.jpeg,25,7,Drought,2025,7,3,C,1,0.338901297,0.013725037,0.169661136,-0.155936099,7/3/25,1017,1033,184
384,1130,C26_01_07032025.jpeg,26,7,Drought-Deluge,2025,7,3,C,1,0.352545672,0.046706441,0.162460084,-0.115753643,7/3/25,960,987,184
385,1131,C27_01_07032025.jpeg,27,7,Control,2025,7,3,C,1,0.378268484,0.078081575,0.139500224,-0.061418649,7/3/25,925,948,184
386,1132,C28_01_07032025.jpeg,28,7,Deluge,2025,7,3,C,1,0.360276178,0.052161481,0.16100246,-0.10884098,7/3/25,908,898,184
387,1133,C29_01_07032025.jpeg,29,8,Drought-Deluge,2025,7,3,C,1,0.339165297,0.02172975,0.213492188,-0.191762439,7/3/25,960,945,184
388,1134,C30_01_07032025.jpeg,30,8,Drought,2025,7,3,C,1,0.344680638,0.034150511,0.201052247,-0.166901735,7/3/25,972,970,184
389,1135,C31_01_07032025.jpeg,31,8,Control,2025,7,3,C,1,0.370459761,0.090051274,0.185135941,-0.095084667,7/3/25,960,977,184
390,1136,C32_01_07032025.jpeg,32,8,Deluge,2025,7,3,C,1,0.359787649,0.056182529,0.177993258,-0.121810729,7/3/25,949,943,184
391,1137,C33_01_07032025.jpeg,33,9,Drought,2025,7,3,C,1,0.337996512,0.012050905,0.192806136,-0.180755231,7/3/25,988,985,184
392,1138,C34_01_07032025.jpeg,34,9,Drought-Deluge,2025,7,3,C,1,0.33960709,0.015826169,0.166896181,-0.151070013,7/3/25,511,508,184
393,1139,C35_01_07032025.jpeg,35,9,Deluge,2025,7,3,C,1,0.363663467,0.067349936,0.150784536,-0.0834346,7/3/25,452,461,184
394,1140,C36_01_07032025.jpeg,36,9,Control,2025,7,3,C,1,0.375895884,0.095295488,0.139161235,-0.043865747,7/3/25,493,498,184
395,1141,C37_01_07032025.jpeg,37,10,Deluge,2025,7,3,C,1,0.387032206,0.098660641,0.118411479,-0.019750838,7/3/25,492,475,184
396,1142,C38_01_07032025.jpeg,38,10,Control,2025,7,3,C,1,0.360245384,0.06181015,0.153124342,-0.091314192,7/3/25,402,391,184
397,1143,C39_01_07032025.jpeg,39,10,Drought-Deluge,2025,7,3,C,1,0.34291702,0.021171716,0.166193196,-0.145021479,7/3/25,542,518,184
398,1144,C40_01_07032025.jpeg,40,10,Drought,2025,7,3,C,1,0.340936187,0.017868463,0.160647979,-0.142779517,7/3/25,487,490,184
399,1343,C01_01_07122025.jpeg,1,1,Drought,2025,7,12,C,1,0.34183954,0.027006697,0.213494516,-0.186487819,7/12/25,489,501,193
400,1344,C02_01_07122025.jpeg,2,1,Drought-Deluge,2025,7,12,C,1,0.353385563,0.057242344,0.183662737,-0.126420394,7/12/25,496,502,193
401,1345,C03_01_07122025.jpeg,3,1,Control,2025,7,12,C,1,0.344124603,0.035247266,0.225453415,-0.19020615,7/12/25,511,492,193
402,1346,C04_01_07122025.jpeg,4,1,Deluge,2025,7,12,C,1,0.36063313,0.077107122,0.165625123,-0.088518001,7/12/25,539,546,193
403,1347,C05_01_07122025.jpeg,5,2,Deluge,2025,7,12,C,1,0.353944569,0.054890467,0.158869647,-0.10397918,7/12/25,956,922,193
404,1348,C06_01_07122025.jpeg,6,2,Control,2025,7,12,C,1,0.355684678,0.063443525,0.182223546,-0.118780021,7/12/25,936,899,193
405,1349,C07_01_07122025.jpeg,7,2,Drought,2025,7,12,C,1,0.344060366,0.029798032,0.195074279,-0.165276247,7/12/25,1004,964,193
406,1350,C08_01_07122025.jpeg,8,2,Drought-Deluge,2025,7,12,C,1,0.34063422,0.024215372,0.181058392,-0.15684302,7/12/25,485,483,193
407,1351,C09_01_07122025.jpeg,9,3,Deluge,2025,7,12,C,1,0.3489907,0.049259884,0.179320282,-0.130060398,7/12/25,458,456,193
408,1352,C10_01_07122025.jpeg,10,3,Control,2025,7,12,C,1,0.343823916,0.036725757,0.234047201,-0.197321444,7/12/25,449,451,193
409,1353,C11_01_07122025.jpeg,11,3,Drought,2025,7,12,C,1,0.342905908,0.027965786,0.187926356,-0.15996057,7/12/25,947,980,193
410,1354,C13_01_07122025.jpeg,13,4,Drought-Deluge,2025,7,12,C,1,0.335971214,0.008779898,0.194148733,-0.185368835,7/12/25,462,484,193
411,1355,C14_01_07122025.jpeg,14,4,Drought,2025,7,12,C,1,0.336987512,0.012273188,0.196153747,-0.183880559,7/12/25,805,797,193
412,1356,C15_01_07122025.jpeg,15,4,Deluge,2025,7,12,C,1,0.341700558,0.02553293,0.202754082,-0.177221152,7/12/25,932,927,193
413,1357,C16_01_07122025.jpeg,16,4,Control,2025,7,12,C,1,0.343775676,0.032963102,0.234730937,-0.201767835,7/12/25,945,935,193
414,1358,C17_01_07122025.jpeg,17,5,Drought-Deluge,2025,7,12,C,1,0.336497105,0.011370045,0.238082397,-0.226712352,7/12/25,530,546,193
415,1359,C18_01_07122025.jpeg,18,5,Drought,2025,7,12,C,1,0.338411672,0.017981802,0.215311945,-0.197330143,7/12/25,929,918,193
416,1360,C19_01_07122025.jpeg,19,5,Control,2025,7,12,C,1,0.350720982,0.041956379,0.156399671,-0.114443292,7/12/25,1056,1021,193
417,1361,C20_01_07122025.jpeg,20,5,Deluge,2025,7,12,C,1,0.363595041,0.081053593,0.17453402,-0.093480427,7/12/25,1009,1021,193
418,1362,C21_01_07122025.jpeg,21,6,Drought,2025,7,12,C,1,0.344178229,0.02692285,0.173275237,-0.146352387,7/12/25,1088,1075,193
419,1363,C22_01_07122025.jpeg,22,6,Drought-Deluge,2025,7,12,C,1,0.339474398,0.018594945,0.195987176,-0.17739223,7/12/25,982,993,193
420,1364,C23_01_07122025.jpeg,23,6,Deluge,2025,7,12,C,1,0.362341422,0.07482974,0.151846603,-0.077016863,7/12/25,1018,1036,193
421,1365,C24_01_07122025.jpeg,24,6,Control,2025,7,12,C,1,0.350029762,0.055692636,0.221535418,-0.165842782,7/12/25,971,975,193
422,1366,C25_01_07122025.jpeg,25,7,Drought,2025,7,12,C,1,0.33791839,0.014869285,0.212953502,-0.198084217,7/12/25,1035,1073,193
423,1367,C26_01_07122025.jpeg,26,7,Drought-Deluge,2025,7,12,C,1,0.354614974,0.060868981,0.166669144,-0.105800163,7/12/25,1016,1043,193
424,1368,C27_01_07122025.jpeg,27,7,Control,2025,7,12,C,1,0.354983478,0.060529601,0.179958376,-0.119428775,7/12/25,1058,1073,193
425,1369,C28_01_07122025.jpeg,28,7,Deluge,2025,7,12,C,1,0.359450613,0.0757431,0.179205352,-0.103462252,7/12/25,1010,987,193
426,1370,C29_01_07122025.jpeg,29,8,Drought-Deluge,2025,7,12,C,1,0.337183626,0.0127789,0.210205966,-0.197427065,7/12/25,537,558,193
427,1371,C30_01_07122025.jpeg,30,8,Drought,2025,7,12,C,1,0.339175209,0.019105737,0.205865895,-0.186760159,7/12/25,851,879,193
428,1372,C31_01_07122025.jpeg,31,8,Control,2025,7,12,C,1,0.353434931,0.060003938,0.191631702,-0.131627764,7/12/25,984,1034,193
429,1373,C32_01_07122025.jpeg,32,8,Deluge,2025,7,12,C,1,0.366112479,0.106700191,0.189567832,-0.082867641,7/12/25,985,1001,193
430,1374,C33_01_07122025.jpeg,33,9,Drought,2025,7,12,C,1,0.336095726,0.010488606,0.232445059,-0.221956453,7/12/25,509,497,193
431,1375,C34_01_07122025.jpeg,34,9,Drought-Deluge,2025,7,12,C,1,0.337641851,0.014023199,0.217221771,-0.203198572,7/12/25,1039,1060,193
432,1376,C35_01_07122025.jpeg,35,9,Deluge,2025,7,12,C,1,0.366778497,0.093288833,0.166334459,-0.073045627,7/12/25,944,976,193
433,1377,C36_01_07122025.jpeg,36,9,Control,2025,7,12,C,1,0.351601878,0.05696639,0.201842352,-0.144875962,7/12/25,967,983,193
434,1378,C37_01_07122025.jpeg,37,10,Deluge,2025,7,12,C,1,0.372602485,0.112212342,0.159569099,-0.047356757,7/12/25,1048,1046,193
435,1379,C38_01_07122025.jpeg,38,10,Control,2025,7,12,C,1,0.348315973,0.046677781,0.196016155,-0.149338374,7/12/25,974,979,193
436,1380,C39_01_07122025.jpeg,39,10,Drought-Deluge,2025,7,12,C,1,0.340304878,0.019230943,0.192181237,-0.172950293,7/12/25,965,970,193
437,1381,C40_01_07122025.jpeg,40,10,Drought,2025,7,12,C,1,0.336466428,0.011104719,0.215879461,-0.204774742,7/12/25,468,461,193
438,1462,C01_01_07142025.jpg,1,1,Drought,2025,7,14,C,1,0.337218017,0.008032477,0.159349391,-0.151316914,7/14/25,629,634,195
439,1463,C02_01_07142025.jpg,2,1,Drought-Deluge,2025,7,14,C,1,0.382107846,0.070217332,0.111976742,-0.041759409,7/14/25,606,620,195
440,1464,C03_01_07142025.jpg,3,1,Control,2025,7,14,C,1,0.32696795,0.005618251,0.138071813,-0.132453562,7/14/25,830,839,195
441,1465,C04_01_07142025.jpg,4,1,Deluge,2025,7,14,C,1,0.369260866,0.051007798,0.114744501,-0.063736703,7/14/25,835,804,195
442,1466,C05_01_07142025.jpg,5,2,Deluge,2025,7,14,C,1,0.358126817,0.039585145,0.125870955,-0.086285811,7/14/25,763,764,195
443,1467,C06_01_07142025.jpg,6,2,Control,2025,7,14,C,1,0.342617372,0.028281562,0.152975598,-0.124694036,7/14/25,665,647,195
444,1468,C07_01_07142025.jpg,7,2,Drought,2025,7,14,C,1,0.353853146,0.035270029,0.130518817,-0.095248788,7/14/25,588,588,195
445,1469,C08_01_07142025.jpg,8,2,Drought-Deluge,2025,7,14,C,1,0.342571049,0.020334791,0.136024803,-0.115690012,7/14/25,577,580,195
446,1470,C09_01_07142025.jpg,9,3,Deluge,2025,7,14,C,1,0.348630412,0.028821011,0.133157021,-0.10433601,7/14/25,608,621,195
447,1471,C10_01_07142025.jpg,10,3,Control,2025,7,14,C,1,0.338512483,0.021652459,0.15281399,-0.131161531,7/14/25,605,586,195
448,1472,C11_01_07142025.jpg,11,3,Drought,2025,7,14,C,1,0.341356259,0.018431956,0.152187175,-0.133755219,7/14/25,493,488,195
449,1473,C12_01_07142025.jpg,12,3,Drought-Deluge,2025,7,14,C,1,0.35799095,0.037940159,0.116739442,-0.078799283,7/14/25,609,606,195
450,1474,C13_01_07142025.jpg,13,4,Drought-Deluge,2025,7,14,C,1,0.335597584,0.00743815,0.151558749,-0.144120599,7/14/25,531,512,195
451,1475,C14_01_07142025.jpeg,14,4,Drought,2025,7,14,C,1,0.337263739,0.010270134,0.170963212,-0.160693077,7/14/25,553,563,195
452,1476,C15_01_07142025.jpeg,15,4,Deluge,2025,7,14,C,1,0.352855464,0.047279571,0.203732574,-0.156453003,7/14/25,570,558,195
453,1477,C16_01_07142025.jpeg,16,4,Control,2025,7,14,C,1,0.346271261,0.034326157,0.224903971,-0.190577814,7/14/25,384,369,195
454,1478,C17_01_07142025.jpeg,17,5,Drought-Deluge,2025,7,14,C,1,0.338781344,0.015049385,0.191887067,-0.176837682,7/14/25,503,496,195
455,1479,C18_01_07142025.jpeg,18,5,Drought,2025,7,14,C,1,0.339094316,0.019942855,0.190159147,-0.170216292,7/14/25,469,490,195
456,1480,C19_01_07142025.jpeg,19,5,Control,2025,7,14,C,1,0.353515085,0.039731098,0.151301776,-0.111570678,7/14/25,471,477,195
457,1481,C20_01_07142025.jpeg,20,5,Deluge,2025,7,14,C,1,0.371928007,0.076414967,0.152492295,-0.076077328,7/14/25,452,467,195
458,1482,C21_01_07142025.jpeg,21,6,Drought,2025,7,14,C,1,0.34852751,0.032773878,0.15720686,-0.124432982,7/14/25,407,422,195
459,1483,C22_01_07142025.jpeg,22,6,Drought-Deluge,2025,7,14,C,1,0.337833294,0.015045051,0.195238072,-0.180193021,7/14/25,422,406,195
460,1484,C23_01_07142025.jpeg,23,6,Deluge,2025,7,14,C,1,0.369744645,0.072220409,0.136037564,-0.063817155,7/14/25,549,562,195
461,1485,C24_01_07142025.jpeg,24,6,Control,2025,7,14,C,1,0.354436978,0.053064869,0.182744929,-0.129680059,7/14/25,521,509,195
462,1486,C25_01_07142025.jpeg,25,7,Drought,2025,7,14,C,1,0.345509939,0.024027442,0.161890012,-0.137862569,7/14/25,1150,1129,195
463,1487,C26_01_07142025.jpeg,26,7,Drought-Deluge,2025,7,14,C,1,0.36756299,0.074495056,0.139452081,-0.064957026,7/14/25,860,865,195
464,1488,C27_01_07142025.jpeg,27,7,Control,2025,7,14,C,1,0.362143851,0.057978194,0.165866731,-0.107888536,7/14/25,904,894,195
465,1489,C28_01_07142025.jpeg,28,7,Deluge,2025,7,14,C,1,0.373977368,0.074444339,0.146651452,-0.072207114,7/14/25,910,925,195
466,1490,C29_01_07142025.jpeg,29,8,Drought-Deluge,2025,7,14,C,1,0.341181479,0.020623919,0.174370325,-0.153746406,7/14/25,919,909,195
467,1491,C30_01_07142025.jpeg,30,8,Drought,2025,7,14,C,1,0.344624866,0.027706111,0.176663253,-0.148957143,7/14/25,1046,1016,195
468,1492,C31_01_07142025.jpeg,31,8,Control,2025,7,14,C,1,0.358422381,0.057621423,0.177889683,-0.120268259,7/14/25,528,500,195
469,1493,C32_01_07142025.jpeg,32,8,Deluge,2025,7,14,C,1,0.372973453,0.081077103,0.173740635,-0.092663532,7/14/25,1117,1111,195
470,1494,C33_01_07142025.jpeg,33,9,Drought,2025,7,14,C,1,0.34412956,0.024070714,0.184401264,-0.16033055,7/14/25,1202,1200,195
471,1495,C34_01_07142025.jpeg,34,9,Drought-Deluge,2025,7,14,C,1,0.341328814,0.02023579,0.193608036,-0.173372246,7/14/25,1232,1230,195
472,1496,C35_01_07142025.jpeg,35,9,Deluge,2025,7,14,C,1,0.370325659,0.078952029,0.158542557,-0.079590528,7/14/25,884,904,195
473,1497,C36_01_07142025.jpeg,36,9,Control,2025,7,14,C,1,0.356341735,0.058769607,0.194439843,-0.135670236,7/14/25,938,898,195
474,1498,C37_01_07142025.jpeg,37,10,Deluge,2025,7,14,C,1,0.385465754,0.104789475,0.121905561,-0.017116086,7/14/25,569,543,195
475,1499,C38_01_07142025.jpeg,38,10,Control,2025,7,14,C,1,0.345295993,0.042449088,0.223597902,-0.181148814,7/14/25,417,425,195
476,1500,C39_01_07142025.jpeg,39,10,Drought-Deluge,2025,7,14,C,1,0.347681782,0.037492244,0.170458102,-0.132965857,7/14/25,473,472,195
477,1501,C40_01_07142025.jpeg,40,10,Drought,2025,7,14,C,1,0.339687483,0.019601696,0.194919968,-0.175318272,7/14/25,447,452,195
478,1580,C01_01_07162025.jpeg,1,1,Drought,2025,7,16,C,1,0.33828577,0.015212165,0.204082266,-0.1888701,7/16/25,515,512,197
479,1581,C02_01_07162025.jpeg,2,1,Drought-Deluge,2025,7,16,C,1,0.348373026,0.03811374,0.196496068,-0.158382328,7/16/25,533,533,197
480,1582,C03_01_07162025.jpeg,3,1,Control,2025,7,16,C,1,0.343777656,0.032665782,0.226384062,-0.19371828,7/16/25,526,529,197
481,1583,C04_01_07162025.jpeg,4,1,Deluge,2025,7,16,C,1,0.361894115,0.074643142,0.168835749,-0.094192607,7/16/25,598,581,197
482,1584,C05_01_07162025.jpeg,5,2,Deluge,2025,7,16,C,1,0.356061028,0.063689973,0.18011338,-0.116423408,7/16/25,558,565,197
483,1585,C06_01_07162025.jpeg,6,2,Control,2025,7,16,C,1,0.34881968,0.047808308,0.206070248,-0.15826194,7/16/25,536,545,197
484,1586,C07_01_07162025.jpeg,7,2,Drought,2025,7,16,C,1,0.342411128,0.024615995,0.198107622,-0.173491627,7/16/25,1060,1082,197
485,1587,C08_01_07162025.jpeg,8,2,Drought-Deluge,2025,7,16,C,1,0.343325416,0.031945412,0.176245821,-0.144300409,7/16/25,582,584,197
486,1588,C09_01_07162025.jpeg,9,3,Deluge,2025,7,16,C,1,0.347340711,0.041711809,0.198796312,-0.157084503,7/16/25,517,529,197
487,1589,C10_01_07162025.jpeg,10,3,Control,2025,7,16,C,1,0.344718459,0.03991031,0.221075607,-0.181165297,7/16/25,540,531,197
488,1590,C11_01_07162025.jpeg,11,3,Drought,2025,7,16,C,1,0.340763107,0.023399864,0.187119692,-0.163719829,7/16/25,568,566,197
489,1591,C13_01_07162025.jpeg,13,4,Drought-Deluge,2025,7,16,C,1,0.339491265,0.020124704,0.183692415,-0.163567711,7/16/25,585,587,197
490,1592,C14_01_07162025.jpeg,14,4,Drought,2025,7,16,C,1,0.336047729,0.008933182,0.19724341,-0.188310229,7/16/25,581,572,197
491,1593,C15_01_07162025.jpeg,15,4,Deluge,2025,7,16,C,1,0.342806723,0.02704189,0.225061495,-0.198019605,7/16/25,511,493,197
492,1594,C16_01_07162025.jpeg,16,4,Control,2025,7,16,C,1,0.342849268,0.027982256,0.223812966,-0.19583071,7/16/25,1016,1040,197
493,1595,C17_01_07162025.jpeg,17,5,Drought-Deluge,2025,7,16,C,1,0.33680676,0.011054326,0.203225741,-0.192171415,7/16/25,942,937,197
494,1596,C18_01_07162025.jpeg,18,5,Drought,2025,7,16,C,1,0.339702762,0.021633749,0.199808209,-0.178174461,7/16/25,998,1018,197
495,1597,C19_01_07162025.jpeg,19,5,Control,2025,7,16,C,1,0.346189837,0.032418747,0.161891412,-0.129472665,7/16/25,599,583,197
496,1598,C20_01_07162025.jpeg,20,5,Deluge,2025,7,16,C,1,0.359430545,0.071515466,0.181748485,-0.110233019,7/16/25,509,525,197
497,1599,C21_01_07162025.jpeg,21,6,Drought,2025,7,16,C,1,0.34884953,0.037125652,0.161655626,-0.124529975,7/16/25,1149,1129,197
498,1600,C22_01_07162025.jpeg,22,6,Drought-Deluge,2025,7,16,C,1,0.339073651,0.018952851,0.184031801,-0.165078949,7/16/25,556,561,197
499,1601,C23_01_07162025.jpeg,23,6,Deluge,2025,7,16,C,1,0.354606323,0.055699804,0.150157486,-0.094457682,7/16/25,492,493,197
500,1602,C24_01_07162025.jpeg,24,6,Control,2025,7,16,C,1,0.346358394,0.045582173,0.237995014,-0.19241284,7/16/25,542,545,197
501,1603,C25_01_07162025.jpeg,25,7,Drought,2025,7,16,C,1,0.339410462,0.019374746,0.183241265,-0.163866519,7/16/25,511,501,197
502,1604,C26_01_07162025.jpeg,26,7,Drought-Deluge,2025,7,16,C,1,0.362753724,0.073815212,0.134959474,-0.061144261,7/16/25,554,556,197
503,1605,C27_01_07162025.jpeg,27,7,Control,2025,7,16,C,1,0.344572414,0.035365516,0.204354859,-0.168989343,7/16/25,589,583,197
504,1606,C28_01_07162025.jpeg,28,7,Deluge,2025,7,16,C,1,0.359589832,0.077920822,0.176669922,-0.0987491,7/16/25,551,572,197
505,1607,C29_01_07162025.jpeg,29,8,Drought-Deluge,2025,7,16,C,1,0.33734951,0.012701416,0.193611964,-0.180910548,7/16/25,495,496,197
506,1608,C30_01_07162025.jpeg,30,8,Drought,2025,7,16,C,1,0.337422339,0.01388731,0.204043037,-0.190155727,7/16/25,1133,1105,197
507,1609,C31_01_07162025.jpeg,31,8,Control,2025,7,16,C,1,0.342701,0.031397678,0.211209889,-0.179812211,7/16/25,539,567,197
508,1610,C32_01_07162025.jpeg,32,8,Deluge,2025,7,16,C,1,0.348097636,0.054335914,0.197222027,-0.142886113,7/16/25,526,528,197
509,1611,C33_01_07162025.jpeg,33,9,Drought,2025,7,16,C,1,0.336239275,0.010305052,0.203768316,-0.193463264,7/16/25,500,491,197
510,1612,C34_01_07162025.jpeg,34,9,Drought-Deluge,2025,7,16,C,1,0.338354707,0.01696444,0.205152571,-0.188188131,7/16/25,1002,1032,197
511,1613,C35_01_07162025.jpeg,35,9,Deluge,2025,7,16,C,1,0.366929415,0.091483124,0.174474554,-0.082991431,7/16/25,998,1013,197
512,1614,C36_01_07162025.jpeg,36,9,Control,2025,7,16,C,1,0.352208143,0.056292153,0.220469764,-0.164177611,7/16/25,1049,1038,197
513,1615,C37_01_07162025.jpeg,37,10,Deluge,2025,7,16,C,1,0.379266775,0.125404645,0.145166442,-0.019761798,7/16/25,520,522,197
514,1616,C38_01_07162025.jpeg,38,10,Control,2025,7,16,C,1,0.346475613,0.039468124,0.211485221,-0.172017096,7/16/25,500,495,197
515,1617,C39_01_07162025.jpeg,39,10,Drought-Deluge,2025,7,16,C,1,0.342211591,0.025253317,0.17673739,-0.151484073,7/16/25,480,494,197
516,1618,C40_01_07162025.jpeg,40,10,Drought,2025,7,16,C,1,0.336855136,0.013497623,0.212795096,-0.199297474,7/16/25,518,517,197
517,1697,C01_01_07182025.jpeg,1,1,Drought,2025,7,18,C,1,0.346594668,0.032881606,0.195609604,-0.162727998,7/18/25,981,1011,199
518,1698,C02_01_07182025.jpeg,2,1,Drought-Deluge,2025,7,18,C,1,0.367596331,0.084086737,0.170382494,-0.086295757,7/18/25,920,944,199
519,1699,C03_01_07182025.jpeg,3,1,Control,2025,7,18,C,1,0.350815299,0.043962895,0.186459188,-0.142496293,7/18/25,1017,1058,199
520,1700,C04_01_07182025.jpeg,4,1,Deluge,2025,7,18,C,1,0.386968947,0.100555427,0.13913365,-0.038578222,7/18/25,1071,1098,199
521,1701,C05_01_07182025.jpeg,5,2,Deluge,2025,7,18,C,1,0.372729275,0.084470879,0.151439626,-0.066968747,7/18/25,1085,1084,199
522,1702,C06_01_07182025.jpeg,6,2,Control,2025,7,18,C,1,0.35884799,0.065026061,0.190278996,-0.125252935,7/18/25,1042,1015,199
523,1703,C07_01_07182025.jpeg,7,2,Drought,2025,7,18,C,1,0.355373551,0.053712599,0.182623199,-0.1289106,7/18/25,978,1022,199
524,1704,C08_01_07182025.jpeg,8,2,Drought-Deluge,2025,7,18,C,1,0.352547425,0.046523468,0.169768892,-0.123245424,7/18/25,1013,1019,199
525,1705,C09_01_07182025.jpeg,9,3,Deluge,2025,7,18,C,1,0.366207138,0.071548361,0.163689246,-0.092140885,7/18/25,975,981,199
526,1706,C10_01_07182025.jpeg,10,3,Control,2025,7,18,C,1,0.349516936,0.042998608,0.206480298,-0.16348169,7/18/25,907,930,199
527,1707,C11_01_07182025.jpeg,11,3,Drought,2025,7,18,C,1,0.351971658,0.045104875,0.172031788,-0.126926914,7/18/25,523,506,199
528,1708,C12_01_07182025.jpeg,12,3,Drought-Deluge,2025,7,18,C,1,0.376963252,0.09622413,0.132729222,-0.036505092,7/18/25,471,480,199
529,1709,C13_01_07182025.jpeg,13,4,Drought-Deluge,2025,7,18,C,1,0.346435624,0.029069887,0.162830331,-0.133760444,7/18/25,1016,1038,199
530,1710,C14_01_07182025.jpeg,14,4,Drought,2025,7,18,C,1,0.341345561,0.022152076,0.189297662,-0.167145586,7/18/25,485,486,199
531,1711,C15_01_07182025.jpeg,15,4,Deluge,2025,7,18,C,1,0.35376254,0.044140082,0.189677762,-0.145537679,7/18/25,1013,1061,199
532,1712,C16_01_07182025.jpeg,16,4,Control,2025,7,18,C,1,0.349554458,0.037377331,0.204859663,-0.167482333,7/18/25,968,1004,199
533,1713,C17_01_07182025.jpeg,17,5,Drought-Deluge,2025,7,18,C,1,0.341083074,0.01901573,0.193486624,-0.174470894,7/18/25,1173,1207,199
534,1714,C18_01_07182025.jpeg,18,5,Drought,2025,7,18,C,1,0.342115254,0.029927019,0.217858827,-0.187931808,7/18/25,942,964,199
535,1715,C19_01_07182025.jpeg,19,5,Control,2025,7,18,C,1,0.362883232,0.054092356,0.141778147,-0.08768579,7/18/25,940,946,199
536,1716,C20_01_07182025.jpeg,20,5,Deluge,2025,7,18,C,1,0.37278449,0.096720697,0.172105374,-0.075384677,7/18/25,900,905,199
537,1717,C21_01_07182025.jpeg,21,6,Drought,2025,7,18,C,1,0.348916244,0.035972832,0.173997214,-0.138024383,7/18/25,1056,1064,199
538,1718,C22_01_07182025.jpeg,22,6,Drought-Deluge,2025,7,18,C,1,0.342987235,0.028075691,0.190361883,-0.162286192,7/18/25,1065,1041,199
539,1719,C23_01_07182025.jpeg,23,6,Deluge,2025,7,18,C,1,0.373212506,0.092986162,0.14901149,-0.056025328,7/18/25,964,969,199
540,1720,C24_01_07182025.jpeg,24,6,Control,2025,7,18,C,1,0.357456191,0.059423024,0.196456667,-0.137033643,7/18/25,891,918,199
541,1721,C25_01_07182025.jpeg,25,7,Drought,2025,7,18,C,1,0.340223008,0.019171583,0.187958368,-0.168786785,7/18/25,1036,1095,199
542,1722,C26_01_07182025.jpeg,26,7,Drought-Deluge,2025,7,18,C,1,0.376184579,0.116336718,0.13888966,-0.022552942,7/18/25,978,974,199
543,1723,C27_01_07182025.jpeg,27,7,Control,2025,7,18,C,1,0.366363459,0.079370019,0.179913672,-0.100543653,7/18/25,995,1076,199
